A,B,C
22,0.17264254620597308,36
22,0.25095714243692147,68
57,0.5556510585434306,54
65,0.586371861518485,31
51,0.4864107080301704,32
47,0.8977583030788816,54
93,0.003106736886656525,71
56,0.8425513896235521,68
2,0.8237467793774743,52
24,0.36170757077840177,11
92,0.9317650948381065,72
72,0.7362278766961754,18
26,0.5919827370736366,74
25,0.13734692826521577,18
97,0.6728459964837437,6
61,0.17546429974582167,85
84,0.532808755561539,62
53,0.8802064272660323,71
8,0.646947002117079,64
20,0.03474383162575656,80
67,0.991984684525708,19
96,0.5596284275249668,97
68,0.7256461489290148,24
46,0.0959793510822694,26
40,0.9561506105599265,64
6,0.979247831945685,57
29,0.6970324828933983,93
15,0.7977731475806441,39
80,0.9943968292571407,44
90,0.9536283356582572,54
65,0.6576929745753627,14
74,0.6909560727021056,87
97,0.7921427308108511,73
64,0.5726389547476342,90
6,0.9823012411288377,3
6,0.3578526288900957,9
80,0.7943799455942945,85
25,0.40723736030679736,99
54,0.9196833757934297,59
63,0.884949687549672,27
15,0.3006923167433232,96
82,0.3526962379121248,84
50,0.7724988217482329,40
3,0.10163021096040636,5
62,0.3314047061045441,66
20,0.036240534707194905,44
25,0.3723939941751784,22
15,0.3265145654902726,3
88,0.8979092859362869,42
57,0.8137064626383161,55
45,0.49088536342640465,66
21,0.886223611943838,59
30,0.20076288554649246,93
46,0.41043428204647026,74
69,0.43581387242393865,73
25,0.008803903944908154,99
55,0.6997595535518436,47
74,0.5365583662749648,44
33,0.9010238446820881,31
58,0.8729802516323608,31
37,0.576234386150429,34
16,0.7403195081258818,75
13,0.48208187850744233,52
77,0.7217566549131493,62
48,0.20040886391423296,45
42,0.21002549395209413,51
63,0.3144943148660293,43
88,0.461535186087074,44
20,0.032200235327758286,71
26,0.3852982377603502,76
87,0.2801032245780821,2
9,0.7750334573685375,40
38,0.43555661481795704,68
98,0.9718669928287684,65
68,0.05223809561802373,66
43,0.7433783083703616,71
13,0.9634760115796382,46
30,0.012120808043156739,86
99,0.45747604521651686,23
24,0.9589342782420327,61
10,0.9437966583035268,40
76,0.07495004186898424,9
48,0.7745572874624975,66
33,0.7629297998620512,44
35,0.6368886750260542,50
95,0.2906314125245397,83
6,0.09853651992358381,2
49,0.9820494578464865,19
10,0.6976446601806908,98
27,0.9871743883902372,46
40,0.1769027813627725,7
68,0.8014112359556096,59
97,0.8847339714515812,31
24,0.42473740567941287,47
28,0.6821351544234014,90
84,0.12443521842040917,93
58,0.7336422255110988,73
75,0.2139805089779916,91
22,0.7004700779365493,64
36,0.4046144738300751,84
3,0.21059296596972832,88
2,0.6241656036321763,15
74,0.879824784014366,66
29,0.8259355667022399,47
63,0.11894000296110585,17
19,0.7253846693224613,52
54,0.20563186409560286,62
3,0.1116152867065685,72
51,0.7795148312202121,78
24,0.7216841834577824,96
41,0.06795222071064755,59
34,0.5117760445159366,90
72,0.025591174727470745,39
86,0.5456404378476535,94
41,0.6598862378257985,75
59,0.9343587635512929,59
43,0.5080900326852973,90
70,0.7232558062039236,38
38,0.9831458094400735,7
37,0.9228061201301806,76
58,0.7409230094727856,51
3,0.11449856331211783,71
73,0.35378314809804934,5
1,0.2990696271201705,25
52,0.07927154147142024,25
53,0.04030755488981452,20
79,0.657156528086772,22
34,0.20380090215916113,68
52,0.4985248955392657,2
46,0.8855800617369822,16
38,0.9105628055515673,54
28,0.2772420086017686,51
73,0.31980936676628513,70
44,0.35635172211230104,61
19,0.3993529344878797,50
73,0.5067300559397581,21
27,0.060276973392930255,3
44,0.9758845787234565,91
70,0.8114383589933991,75
67,0.8660973941203495,29
77,0.11043276759740539,92
38,0.11619150068762829,40
15,0.6141909823078803,21
83,0.1940694447719924,10
1,0.7580360135520385,49
91,0.4251453011861387,23
84,0.4655527924660837,70
48,0.9666213266159387,46
28,0.2972880219249535,77
7,0.1666132494649879,11
33,0.27784607918649595,85
20,0.972382731539907,57
44,0.4395740969287739,58
72,0.3054666659497245,79
20,0.866753199043404,8
54,0.6607490884578358,20
85,0.2981337964661217,23
92,0.9603434106804409,61
8,0.41857777528693985,35
27,0.7334884118330648,10
28,0.197170970672518,53
79,0.07234953262111377,86
45,0.4100872076140356,68
40,0.7041849544355834,69
14,0.5623270902881619,61
26,0.3129819961228856,98
43,0.2324002902855008,38
66,0.6853914663675093,55
88,0.5906226438442405,58
13,0.44439844199786327,5
84,0.6222416580534822,84
23,0.3656032437367873,11
93,0.9842883723014957,55
10,0.21377145195729308,24
13,0.3834479792448541,69
31,0.1752876117701867,32
90,0.20178070933570758,80
49,0.36988959473458727,82
35,0.546531447359881,76
70,0.7883892341196587,58
42,0.1759988675581422,57
74,0.4591792170260848,11
24,0.24030326339503982,51
33,0.1799818116302926,30
68,0.470839905758647,40
98,0.19069594781548693,67
39,0.5174943497827281,82
19,0.9894363680017432,55
61,0.8818248969989405,27
65,0.2164382423995901,83
89,0.4065566301253235,67
60,0.8916467628401505,3
42,0.3545124388735019,25
97,0.34207357236357583,76
32,0.7744585306488623,77
59,0.3151404799118982,85
64,0.12134516919441773,68
39,0.7573523610769614,45
77,0.40934211683100197,23
98,0.9845188434527086,45
55,0.4140163188786754,2
50,0.6580122921124654,61
54,0.46711863477250515,66
78,0.9830115912517479,73
99,0.8209755603463536,57
78,0.08276981078733303,2
93,0.5230647482848125,87
20,0.16001020418035983,76
68,0.47588561966785536,64
74,0.36334294604520645,27
8,0.44767561584653726,95
12,0.37507379191876977,48
54,0.045012671811145544,40
48,0.3461036854359706,55
23,0.9034752686723869,66
39,0.7320616190261642,33
61,0.7432994162203894,4
35,0.05242155752622635,44
37,0.7369851404525637,25
76,0.07474214855287409,93
8,0.11930636236684222,3
90,0.5304967621742716,74
69,0.930611226440003,16
52,0.718563883487768,93
7,0.3580934811041052,12
89,0.06436305028893541,24
53,0.4575283021874935,2
57,0.9184784845785778,68
88,0.7354018580145245,92
8,0.9767318859915823,4
65,0.8257536669069088,83
95,0.13114857944012448,25
67,0.4427850693752655,5
57,0.8654810709008867,62
77,0.3803194134342791,82
46,0.6916799449961404,92
90,0.7396056201470488,83
98,0.8096978209046837,98
51,0.5454930599111163,58
5,0.3519511906517292,42
44,0.10593532576408238,78
62,0.6099769929845307,78
94,0.5336778745996631,27
97,0.6875260529945758,51
61,0.7533594643646039,89
24,0.6393752261483083,74
38,0.883826938823454,97
30,0.7654837415766991,80
22,0.7693725921130389,4
63,0.2022177945520609,14
54,0.5149233671700787,20
12,0.7227594740668631,13
6,0.6303464014731837,79
30,0.5415896280165712,35
13,0.7491426418490416,19
60,0.9030749989042215,42
39,0.07354301545328301,63
31,0.6041444472667667,21
23,0.6891946636671913,27
38,0.5323845685707195,27
15,0.39026078892167215,86
93,0.4729128441483752,30
5,0.7430805555947513,32
19,0.5529289851238784,22
91,0.977893586171244,36
3,0.7803882464568422,80
77,0.26375798413231266,97
58,0.9723064606689048,8
48,0.6437649244605105,83
15,0.6347206642725159,88
28,0.3430557117282421,70
14,0.8159793415711811,33
7,0.6243546341514475,17
48,0.7365985370072561,32
24,0.7326180498207981,40
97,0.9191411610254615,74
55,0.34878463293241513,86
10,0.8232849999835452,9
92,0.408457473271837,77
8,0.4687599993206296,71
68,0.06086676167977789,16
9,0.07833001557743491,11
42,0.4597911272479498,23
60,0.8118086639179265,42
35,0.02415547255319017,60
9,0.49427046607937686,50
15,0.7607451862949306,35
9,0.21445147484739258,68
4,0.5634152063597955,88
68,0.08369800725900045,13
20,0.6879144721908464,34
67,0.1095165419395755,15
8,0.40643668769041563,41
63,0.25646397315428515,81
82,0.8652881733014487,73
18,0.47725060150635745,82
6,0.36692560561492993,89
67,0.20288974340960708,53
59,0.7480259811218927,89
70,0.990497416780449,73
81,0.221735125513832,5
86,0.2795357701392781,24
48,0.377252236724116,62
11,0.6504279378688084,48
43,0.592462298823816,90
25,0.25026855147478244,66
79,0.7689785115260728,59
58,0.20910567995987606,35
7,0.7362444118025484,62
84,0.40313538753454026,72
96,0.43452753942442135,61
81,0.7325110610624314,49
21,0.5075297686101693,65
30,0.7771484732846172,45
79,0.8221999953029241,44
53,0.5409071574151069,95
40,0.9121131410554738,39
63,0.9017717350846457,76
92,0.5080307853260853,18
55,0.9103151908568202,13
27,0.7389605024237972,46
59,0.7414101253158655,30
34,0.5370827290882919,51
8,0.2411411182297002,1
78,0.6276901384322977,67
34,0.5396966921551415,98
72,0.3474899159914804,13
53,0.4759654477398354,41
40,0.6238034737914049,63
98,0.6284159763574902,27
60,0.7885373614566474,6
2,0.34637771043304444,13
7,0.7967072127757316,50
4,0.30675089765600305,95
16,0.12544330019220717,52
10,0.9788590495619963,2
40,0.7620476987272162,17
33,0.8055742879350468,4
19,0.15078260729238158,87
19,0.2136501552732566,93
36,0.3713453632714465,24
44,0.8814754628776557,2
67,0.3874998207888135,40
64,0.32878141401147176,96
28,0.512466743396123,12
2,0.9773309756013068,17
20,0.6672267132311124,31
11,0.1475516602052087,60
80,0.628349235298185,50
48,0.9264312111085896,92
61,0.4816410794219663,97
55,0.8884132770383059,79
3,0.601862073006564,4
29,0.8200424696047584,98
90,0.4387316285158829,88
24,0.7357495723875892,23
16,0.01485288885107594,16
70,0.30866836196311176,33
34,0.8479910316706771,12
74,0.893208593347171,21
89,0.17835189540511565,67
5,0.5924192935470005,21
14,0.2598989227219195,59
76,0.30373842334026147,31
53,0.7309890640722186,73
52,0.022355257495155212,89
31,0.9747828632090575,93
94,0.19382937659851018,31
90,0.6648517556612069,66
65,0.8961799463752371,37
51,0.07918308772177218,23
15,0.06659599044971631,26
99,0.9500634892018488,90
8,0.917551626631678,68
41,0.8828435322838166,39
12,0.3431668351392193,64
97,0.2638555168802055,23
48,0.4284251740813283,18
51,0.5194026210552922,92
97,0.4616900301422554,92
2,0.5546719244832967,91
69,0.20934467290033143,90
39,0.582447026804117,8
1,0.23825649530147497,84
25,0.6653057845563632,73
79,0.8260839636868645,8
4,0.2025982660863077,80
92,0.6211856029516208,94
58,0.47381878430831514,34
40,0.7369001045535871,44
8,0.9214989476519515,78
94,0.6690249280435194,51
3,0.8503711646952643,10
65,0.5736845637501345,55
84,0.5883089929436459,88
17,0.5130781724625084,18
91,0.5141539983826227,63
78,0.8925538306824375,23
8,0.7119932901794944,98
86,0.9498916867392979,74
27,0.1922026967029934,18
81,0.5954277756882546,88
13,0.2237487086223735,79
69,0.3027550582270163,99
17,0.5774713145557826,4
45,0.8411917666024359,27
15,0.41279647735726777,62
64,0.8212007481542665,52
5,0.04663963802664295,55
82,0.23223230608124767,30
74,0.4056890989078942,93
55,0.9412339928713888,21
69,0.2976235625863448,8
99,0.5924853368854558,30
71,0.24527429779576682,74
75,0.1404708709732535,39
73,0.6976251882054297,46
37,0.2121248860034075,74
99,0.31707627700391994,69
97,0.720706074145546,7
51,0.7720401451852317,85
28,0.10012882127236289,83
92,0.7673164585614313,24
73,0.4881725480508897,62
56,0.8857784590211669,62
18,0.5823170887449824,6
52,0.07281214115841594,81
96,0.4348999185045045,35
46,0.11983689778804774,86
44,0.7481854805982091,12
89,0.7900860288129782,46
46,0.2637886395250407,24
36,0.8489690510688807,27
79,0.028565355065821252,12
3,0.8806629544875544,85
45,0.0664723756249519,11
49,0.3795595833782477,83
58,0.36962955240532824,67
2,0.9747985929072287,92
15,0.36573445264996274,52
18,0.07635286801385488,72
45,0.5100785604063003,28
22,0.21900694954917133,16
35,0.16564334299642514,78
86,0.14512801902496997,21
72,0.5837483675406644,83
32,0.7132226246518256,85
64,0.03301354950951274,70
51,0.2832403510427114,6
77,0.6951491450313226,43
95,0.5294216581205252,52
64,0.42117586724471534,59
54,0.237243806090373,52
74,0.8574949069041917,60
19,0.13178064914120557,13
73,0.21727042036413924,59
52,0.12759348309027552,70
53,0.3708650981988021,54
27,0.39055525609093944,57
27,0.26337053255153364,1
76,0.07093104648666637,19
27,0.4166719490145868,75
32,0.053890523248943945,94
22,0.7898778883706749,90
85,0.14569328385143543,21
51,0.7836341414849516,61
11,0.30457482047676754,25
25,0.1400878048480454,39
1,0.6884135125173079,94
44,0.6488298139411396,1
47,0.661876462271774,46
25,0.5762222582651174,53
44,0.20370834441283625,62
2,0.9331380679282952,71
63,0.848424784557501,28
45,0.9217029868292202,99
15,0.3344199579744498,36
51,0.5868733697700657,30
51,0.7594710809200413,51
42,0.4165330767433235,34
80,0.27784970578966905,85
25,0.5184317279735768,76
63,0.35029423243732305,46
70,0.5685139230519668,94
94,0.5526262785558125,25
17,0.4969521624544577,82
99,0.8240601364923474,35
10,0.7009790602520791,75
79,0.3605842197873086,67
62,0.9633552312593897,98
35,0.5057109820961136,61
61,0.5586242270655372,31
2,0.23701456680242017,96
78,0.45166242307826654,39
51,0.24194010508042474,64
84,0.7229355952475355,23
10,0.7369556275164446,45
58,0.5090517409508357,94
91,0.6666374103405133,63
68,0.40195859260448785,54
41,0.2497758703497185,98
62,0.6490322369723781,21
58,0.23877067788889272,53
17,0.44349077846158813,57
2,0.14969939964461143,80
77,0.8452420025361155,26
32,0.7755509577249071,2
71,0.33674057409322766,24
92,0.9805419418139515,42
69,0.6027268483480067,73
95,0.9097625890467723,51
90,0.4216088808999434,66
87,0.25446341432306596,61
26,0.5930527730968194,13
86,0.044974960561597666,67
19,0.17635558267443008,75
26,0.5186223821636918,18
60,0.6664815334914591,40
65,0.47623518443358426,45
5,0.8253106623528418,6
68,0.6733216621108872,49
95,0.0850779739197498,63
44,0.8615081097691645,27
14,0.5881451931201941,23
27,0.7346614375323341,37
15,0.12224506499685639,78
76,0.1763707728912658,32
99,0.44322457517564995,91
83,0.45742245558943706,44
30,0.48913468518509284,99
94,0.04779825791679759,30
30,0.35900253302112484,51
63,0.6408895510340782,43
52,0.3825820592203141,75
63,0.8563360247085258,59
84,0.17549536204575278,95
27,0.9578333089202952,15
23,0.022079306309503166,84
11,0.15005480931000537,72
60,0.5908041044644324,70
1,0.12618324127293867,38
12,0.9764268398906256,66
38,0.7774230613693225,1
82,0.7082042109180036,88
8,0.5187374027726758,3
85,0.786255565810902,60
32,0.7449641487779337,39
59,0.9300517589139916,8
5,0.8219410897973677,92
81,0.2767406890699944,63
58,0.4143253758606852,50
79,0.2614322682983723,41
54,0.3186862424342417,49
55,0.1899835485001573,22
87,0.9152456505217735,84
45,0.19065701776684774,3
82,0.3220294277148864,5
18,0.8051005290300909,24
29,0.9979977867917487,95
72,0.599893852422298,20
96,0.41119377176510374,10
79,0.11823870524547653,90
59,0.08462430156119138,70
71,0.4082088688915394,31
40,0.049526449702751774,97
18,0.004919889039369463,43
14,0.9003251813568652,51
11,0.2103529777234614,9
86,0.15487030465876572,98
25,0.07459427541129737,44
84,0.40618185489085046,60
80,0.004683357475176453,36
1,0.5191505049417602,45
43,0.787128235585411,83
55,0.41716384506769755,6
30,0.9788909595358862,11
80,0.7613983605118554,58
82,0.14621209537064095,69
77,0.4042891345965056,48
14,0.7920283204128546,79
90,0.22769640970262317,85
51,0.5674779632479392,54
97,0.7817485974475405,67
22,0.5890006094977044,7
75,0.1759406789437845,19
12,0.3869689217889267,78
70,0.1615414026802966,70
62,0.8896525162040245,85
18,0.6634960131136788,44
70,0.6558374074504253,66
66,0.4256705090924121,36
25,0.5906928202340771,11
66,0.4208551489801208,48
42,0.0015596513113140809,76
8,0.008136871461334239,88
78,0.08906788824713818,46
69,0.02434565940543454,14
41,0.8020457094147803,3
25,0.7452479584552698,79
83,0.8305837875710357,93
3,0.17499141021515885,17
88,0.5634016317689945,81
77,0.4835739665990819,3
81,0.9830785618967753,73
8,0.795303797056321,25
84,0.674301206000531,42
12,0.44140701304744356,75
37,0.819870751569171,94
36,0.38817474759476467,89
58,0.5135368712752254,66
38,0.23633192443522788,3
46,0.7006255039569487,20
96,0.15529600759465279,67
44,0.9490461944322219,16
31,0.24218649287668637,78
66,0.811355289116502,72
99,0.9751340158432911,59
21,0.004220269663376852,91
11,0.9281224242592137,63
5,0.6804805280105543,49
65,0.6119845887489603,42
62,0.7899314353758035,42
63,0.5034417357547136,48
52,0.5835992169275548,75
8,0.9903417923500498,83
53,0.5487008967003555,32
70,0.009979214320286811,92
55,0.03554809971829287,53
2,0.36375427382973347,53
16,0.8152674619827547,77
80,0.0027816748156075377,75
10,0.04220754270272242,79
10,0.5332397912820958,27
51,0.517714780275829,68
37,0.7633153456244277,93
20,0.8651572635869089,1
92,0.8318743093469594,25
27,0.7643383170849188,27
90,0.9665205065763911,54
97,0.8714967621667095,68
6,0.8290185222030222,31
42,0.4610830120847118,10
57,0.24716632494556268,59
57,0.13335166907493246,69
67,0.7530868312406475,8
1,0.03486818377374079,92
43,0.4229256897898278,36
11,0.12274606857056458,85
86,0.4586098905458923,80
97,0.6564280581700556,66
26,0.28299786443920716,46
11,0.8487934695593702,1
83,0.49698490267994955,99
8,0.7876476385102978,89
19,0.5615952026572534,78
91,0.6812894303799152,20
58,0.9577795762824064,23
81,0.9104694042295546,76
90,0.6107038092834912,57
71,0.29535974776668505,81
86,0.5549779634393417,28
63,0.9390715936201316,4
24,0.580848469387509,30
40,0.500671303201003,94
23,0.9971844952639614,49
29,0.7379058199686201,93
65,0.44667102412566095,42
80,0.7651499787620069,11
68,0.030104615156867243,74
48,0.8632505186303149,11
72,0.5581206720279881,98
81,0.571193621790768,72
50,0.15176603178550396,68
62,0.869441634839032,68
80,0.7287299126868537,85
65,0.7332356344810046,38
76,0.10327901789995741,15
10,0.5967963938114248,30
13,0.19692026145488783,66
34,0.6992017725064074,23
48,0.2679257829978592,54
55,0.42615085875626724,48
92,0.11385205867894654,88
79,0.9546139625411862,61
86,0.4943535008558251,67
52,0.08079680230448516,18
29,0.5023342884875822,41
28,0.38324599183739605,36
15,0.6063829809468438,2
48,0.9486239347985247,19
73,0.21707326240956948,62
4,0.7535412917674934,19
12,0.6183319901249623,82
92,0.4004515384787989,53
63,0.2961385246543776,73
94,0.7794827180554106,25
85,0.35203704003209446,69
20,0.9110513366871656,74
7,0.9651881827583428,94
81,0.5547883045140901,32
11,0.9213902543286508,52
63,0.6628012813130677,62
94,0.019019758657602748,33
16,0.44296948458614827,61
7,0.8546622883778128,23
80,0.4154333109431386,69
54,0.3721579028932366,10
72,0.33007624012460257,88
54,0.6026004755313674,8
17,0.42594931763561283,96
86,0.6345575779757794,97
84,0.8822480559401004,92
27,0.35205234524494855,15
74,0.066013974308474,4
93,0.6177790991276163,50
65,0.5162873965934957,36
23,0.5649685815371599,66
21,0.3059919906437468,97
22,0.19621980492704805,1
85,0.8001781192842613,32
9,0.0639559828557088,8
78,0.2933139520661334,13
59,0.3516772396288532,12
92,0.7570686645377945,43
33,0.5839342885799137,8
3,0.6843554542321477,60
60,0.944840478030022,55
43,0.7342721947109286,22
40,0.7458117885548827,57
85,0.039425055541958076,13
38,0.600380958554056,30
34,0.21817262261313541,50
97,0.9965713486124009,10
46,0.6043297233425542,16
54,0.37642050097747815,13
57,0.2330580070592433,97
31,0.5406238194616046,24
17,0.23901418729706436,61
79,0.8892623124099124,17
64,0.30808064358952225,56
86,0.7052462365153588,72
11,0.8088582730889755,62
93,0.15395933760995373,24
22,0.016988481456099325,12
47,0.063054395985228,6
67,0.11779240001069735,18
58,0.7888776827841559,22
57,0.1752928342557779,30
49,0.5525004386495959,81
16,0.006591318977748117,67
11,0.5709326634946374,32
9,0.6676385765837025,1
40,0.13042286243127332,83
30,0.9527039451848105,41
51,0.07072420497303356,39
18,0.967087170046656,68
85,0.5539661229184588,37
16,0.23098687673474905,43
63,0.20648605900856876,35
39,0.33092444015961664,34
36,0.08225317065293081,60
35,0.9410571584217551,35
34,0.7243013413849816,33
51,0.9379163916273655,86
16,0.7158685335470684,20
37,0.1863680430433926,90
97,0.468398211230304,61
93,0.9585242527530241,70
74,0.7512832255233971,55
16,0.11980483251010832,65
86,0.79942737994286,39
11,0.815974170940866,27
14,0.3704092839751002,12
8,0.7304003758238851,76
8,0.8510744063304537,77
46,0.7995116894799974,93
3,0.05918414288286844,68
28,0.9725520392222647,90
47,0.612318749452394,13
27,0.4224457354050781,19
52,0.29348841228975686,79
26,0.44504213333829235,24
49,0.5302730741854151,89
64,0.3183927283636514,70
41,0.3090584920658874,76
58,0.7412312877257379,74
89,0.6488524236687009,68
30,0.1763123704098969,73
49,0.059197828438428246,4
4,0.30767962113374436,63
93,0.1614426918912646,17
76,0.1877833117522011,16
31,0.5755161184814493,97
7,0.6546962671775896,16
42,0.8024498971858337,99
41,0.031244235074530002,82
72,0.5284387498236707,27
65,0.5064970869015987,57
39,0.9396969991129085,52
5,0.42887628804560096,3
39,0.46511489250680704,58
31,0.8501795803765657,20
88,0.4719253408798072,51
48,0.9069573449763598,13
47,0.142377005221765,35
4,0.6219775995511964,31
56,0.4010605050202728,81
47,0.04723940383631331,49
18,0.5715556509913758,29
70,0.3840702425698035,44
89,0.7629816853459893,56
99,0.20706553099907943,93
19,0.18951756858684132,97
81,0.9607072117039751,92
84,0.0339256025440865,40
54,0.679555584762848,72
60,0.9895699908621778,29
56,0.09948422773296317,29
93,0.19215434283382515,68
20,0.6756827560306585,50
59,0.1490107389417904,38
94,0.018115325501670054,57
69,0.9643175750215965,55
70,0.7598470078714377,99
50,0.5776262352390518,89
95,0.1625050321710536,13
62,0.8590396431937233,55
53,0.9346706758224059,65
67,0.5553561661154354,6
56,0.23798999819101896,52
89,0.9634104820275883,71
64,0.8866291368854488,92
38,0.021716700699300207,48
86,0.6807795356834736,17
37,0.8595108190101387,45
9,0.09825183785905933,99
85,0.9051010292873634,45
84,0.29720914705759294,41
13,0.8710507753734689,30
47,0.8674195540473767,59
20,0.8324684518628225,41
14,0.49858737483689175,48
42,0.4504322823337763,64
90,0.7902489807520066,65
11,0.9899111556070598,10
49,0.39449646792818804,53
41,0.47972836242773875,65
92,0.956814750679432,21
88,0.4669812144528839,20
52,0.17257339583599196,72
9,0.3559975579833954,62
75,0.3384891621741589,66
29,0.4012008913334839,20
6,0.35626625636472264,77
17,0.3599368395101833,64
21,0.6332958924523192,24
86,0.34324582760586375,30
15,0.05945855848128334,3
66,0.2873572757217101,16
76,0.5993692113045102,80
25,0.42772443788299797,28
76,0.43686818451715315,70
57,0.7919918325372014,92
15,0.4584690214622573,27
42,0.05447484751043852,30
47,0.30497893218787187,22
56,0.21172228746122268,42
83,0.4776327473147416,99
99,0.10026222259926088,51
4,0.823459301382021,89
14,0.20516514274405695,41
38,0.3104136151732142,8
72,0.27841392295754375,66
43,0.09023800625881973,89
78,0.8873672926399543,83
12,0.17007743424298793,73
12,0.6011585933054584,70
50,0.06585585235572389,92
2,0.5345367410685885,84
33,0.1589397095021371,43
18,0.31637826695072246,67
81,0.32384588793735525,44
50,0.4495218525682533,70
32,0.24946187203960724,95
16,0.4068802543256277,50
5,0.8091048216706552,6
31,0.8374972904127137,31
60,0.05975217240658326,83
89,0.7041969937770034,87
43,0.7277769504636686,68
16,0.0023994874844772696,44
68,0.01715013324129011,10
38,0.08267307624981013,37
64,0.2767687127711742,30
67,0.32535832870082404,29
92,0.3792994452623194,40
96,0.9113286620971135,70
61,0.9731066522377214,12
87,0.873895284970513,43
93,0.4692548163719794,56
85,0.18953249023328012,3
12,0.5772237274186771,79
45,0.8362993459187644,4
75,0.8292273415222873,28
11,0.18221327106849206,22
80,0.6618434402160706,56
56,0.9844974529121737,9
61,0.38264488212710746,72
20,0.692722212542958,55
83,0.5154610887337105,43
64,0.8308457995029492,18
78,0.4990355412551941,24
37,0.315628403345532,37
93,0.5529812920891354,44
87,0.7631533472261206,37
3,0.11921764706743432,21
33,0.16322505520287367,2
11,0.3988863064696381,86
98,0.19716560244504633,19
75,0.31425246365701265,79
88,0.9013323310387271,4
16,0.04873299654539742,25
33,0.29026884505105743,70
59,0.8836451735185074,8
20,0.9921533881969558,40
74,0.9100865865147806,7
5,0.1905472360238195,15
49,0.5461248283601644,94
62,0.33629412154733174,22
65,0.15073515116994896,3
10,0.11595280072224512,81
50,0.8901992600523942,14
64,0.7143030707872814,15
37,0.12847361085940212,98
94,0.34005021803581204,15
49,0.04506631142002082,19
24,0.030633670199859075,91
28,0.9239949922586176,14
61,0.43222229612386565,55
64,0.37134299703404594,86
65,0.17057717898908376,36
8,0.40931218512182477,21
21,0.8369127299127244,38
81,0.6119686068034651,99
57,0.18079348263936978,41
8,0.5519837671573312,53
78,0.07110220290266056,94
63,0.8803979054257837,22
85,0.07292825710174444,95
2,0.7777401399239645,73
32,0.6296415340402739,37
47,0.4607906992516656,87
6,0.5002559965874113,28
77,0.7065536765207836,25
70,0.01971033908130282,85
32,0.7862984973173189,31
89,0.1653527209635831,86
94,0.8653457637412537,56
25,0.35675227247629604,74
40,0.2235805986310888,81
80,0.07002868721843225,87
70,0.053535064379109265,96
3,0.4935383367830969,75
17,0.907928937074224,34
7,0.18780325681320698,23
17,0.4306840230423421,9
47,0.8616090454779791,11
99,0.05507871970078648,56
61,0.2186876857028176,56
41,0.5464174305384777,49
50,0.6934824006166282,95
3,0.0649039844992676,43
16,0.826766235871784,84
35,0.38472707065842815,90
44,0.647873970914289,15
37,0.5846570636955999,79
58,0.45472286739715917,34
31,0.6227037032986457,68
74,0.5693941902776131,18
43,0.7095694608799601,34
62,0.9177899824647427,60
27,0.6312966734115356,82
2,0.08841311246725903,79
28,0.3453004611233549,71
60,0.40220023264226823,73
91,0.9519696542168494,80
95,0.20599836594232768,23
21,0.2761278172745816,70
55,0.47929970759504015,37
40,0.8733602451778483,87
71,0.45853563779338835,25
70,0.24922847537818205,88
64,0.7241434279926092,53
69,0.09137962753524975,81
19,0.1474985907937887,3
74,0.03447719507200908,55
96,0.7385950310072315,96
87,0.7900064113821577,47
45,0.07686911096101079,84
12,0.24589513127204832,49
1,0.27808340022334954,80
22,0.6453575774177954,37
79,0.6465807229578878,5
72,0.3565145578402473,14
71,0.0435397543144701,33
61,0.21483265277295682,90
20,0.35544433534239617,46
41,0.44213630459788866,31
16,0.7125187144523794,63
55,0.8283450246806038,49
74,0.8820626950038043,83
89,0.13416979127838324,82
36,0.30460619217516316,81
70,0.006897121910843129,30
55,0.648139925580485,54
4,0.41271475700122273,12
42,0.1883339452460837,68
77,0.8233816424154096,45
22,0.5286513593876933,92
84,0.1670694486117411,15
59,0.10484468968293836,64
84,0.12955842133311557,58
23,0.161968778108867,28
20,0.6991395528056846,55
63,0.7488809794238165,55
3,0.1365153017624885,49
89,0.7945284407984982,32
88,0.6755358674810684,29
67,0.850716131134429,62
19,0.8120528347629458,68
19,0.5707567669344061,20
9,0.04606162083798748,50
67,0.10505537431221812,24
95,0.6438373194686202,15
38,0.38021611796927746,42
33,0.2566723547544705,3
64,0.33194687368657627,43
22,0.46052134188148774,94
25,0.9791972951782419,68
98,0.7182305367952857,70
55,0.09285644724138364,34
70,0.7810747511510202,79
9,0.6493509318610862,45
30,0.5908879517357962,67
13,0.6486608112849441,21
84,0.9331416071329343,55
98,0.948584333282239,34
69,0.2403578710494223,25
72,0.358166031022061,62
18,0.18992307171677902,47
84,0.8884352257006288,62
57,0.19072438895797394,79
95,0.12828396186543578,78
65,0.16523350092801636,81
27,0.8977647246349335,3
79,0.7801564442475695,41
62,0.8707934359136538,83
65,0.2837773294332828,56
93,0.7829047964737805,55
38,0.4698952439841385,8
37,0.5949340242995335,43
77,0.6185108341553466,13
51,0.38411534130616565,64
81,0.35949540995246665,80
58,0.8465957616884014,69
79,0.44265343487780195,56
18,0.6186111909139207,29
60,0.8434779917372608,5
90,0.559100508492962,67
19,0.020797437483836778,14
18,0.7738212732340827,9
49,0.45112154529127324,97
55,0.2248897888525493,6
47,0.43313213965044717,98
49,0.6013795757914451,98
65,0.9623712685497743,55
24,0.5144550311979794,17
58,0.22839605827375953,10
52,0.6516697276699875,81
74,0.9769441952546131,91
6,0.8385642617690375,48
